id;UID;Mes_Ref;Cod_Empresa;UC;score_ia
4374;3568943192120620260301;2026-03-01;35;93224397;0
29151;356894379837820251101;2025-11-01;35;93224397;0
22959;356894384310720251201;2025-12-01;35;93224397;0
16376;356894387877020260101;2026-01-01;35;93224397;0
9998;356894391379320260201;2026-02-01;35;93224397;0
4285;3568944191582020260301;2026-03-01;35;81301324;0
29152;356894479837920251101;2025-11-01;35;81301324;0
22983;356894484313120251201;2025-12-01;35;81301324;0
16336;356894486857520260101;2026-01-01;35;81301324;0
9988;356894491378320260201;2026-02-01;35;81301324;0
4298;3568945191583920260301;2026-03-01;35;35068515;0
1100;3568945193404620260401;2026-04-01;35;35068515;0
29155;356894579838220251101;2025-11-01;35;35068515;0
22575;356894582268820251201;2025-12-01;35;35068515;0
16295;356894585658120260101;2026-01-01;35;35068515;0
10046;356894591384120260201;2026-02-01;35;35068515;0
4315;3568947191586420260301;2026-03-01;35;64020363;0
1093;3568947193403920260401;2026-04-01;35;64020363;0
29156;356894779838420251101;2025-11-01;35;64020363;0
22574;356894782268720251201;2025-12-01;35;64020363;0
16275;356894785656120260101;2026-01-01;35;64020363;0
10050;356894791384520260201;2026-02-01;35;64020363;0
4498;3572123193060720260301;2026-03-01;35;29210739;0
29161;357212380710020251101;2025-11-01;35;29210739;0
22954;357212384310220251201;2025-12-01;35;29210739;0
16364;357212387875820260101;2026-01-01;35;29210739;0
10116;357212392635420260201;2026-02-01;35;29210739;0
29162;357212480710120251101;2025-11-01;35;76316491;0
22947;357212484309520251201;2025-12-01;35;76316491;0
16374;357212487876820260101;2026-01-01;35;76316491;0
10122;357212492636620260201;2026-02-01;35;76316491;0
4732;3572125193086820260301;2026-03-01;35;75565676;0
29164;357212580710320251101;2025-11-01;35;75565676;0
22945;357212584309320251201;2025-12-01;35;75565676;0
16375;357212587876920260101;2026-01-01;35;75565676;0
10118;357212592635720260201;2026-02-01;35;75565676;0
4495;3572126193060420260301;2026-03-01;35;46624066;0
29165;357212680710420251101;2025-11-01;35;46624066;0
22993;357212684314120251201;2025-12-01;35;46624066;0
16362;357212687875620260101;2026-01-01;35;46624066;0
10108;357212692633820260201;2026-02-01;35;46624066;0
29166;357212780710520251101;2025-11-01;35;54185998;0
22949;357212784309720251201;2025-12-01;35;54185998;0
16382;357212787877620260101;2026-01-01;35;54185998;0
9999;357212791379420260201;2026-02-01;35;54185998;0
4494;3572128193060320260301;2026-03-01;35;54518091;0
29168;357212880710720251101;2025-11-01;35;54518091;0
22961;357212884310920251201;2025-12-01;35;54518091;0
16383;357212887877720260101;2026-01-01;35;54518091;0
10115;357212892635120260201;2026-02-01;35;54518091;0
4368;3572129192120020260301;2026-03-01;35;2025027;0
29170;357212980710920251101;2025-11-01;35;2025027;0
22962;357212984311020251201;2025-12-01;35;2025027;0
16385;357212987877920260101;2026-01-01;35;2025027;0
10123;357212992636720260201;2026-02-01;35;2025027;0
4502;3572130193061120260301;2026-03-01;35;107783525;0
29171;357213080711020251101;2025-11-01;35;107783525;0
22955;357213084310320251201;2025-12-01;35;107783525;0
16354;357213087874820260101;2026-01-01;35;107783525;0
10121;357213092636520260201;2026-02-01;35;107783525;0
4370;3572131192120220260301;2026-03-01;35;99490684;0
29172;357213180711120251101;2025-11-01;35;99490684;0
22966;357213184311420251201;2025-12-01;35;99490684;0
16372;357213187876620260101;2026-01-01;35;99490684;0
10111;357213192634420260201;2026-02-01;35;99490684;0
4367;3572132192119920260301;2026-03-01;35;7265492;0
29173;357213280711220251101;2025-11-01;35;7265492;0
22946;357213284309420251201;2025-12-01;35;7265492;0
16347;357213286858620260101;2026-01-01;35;7265492;0
10127;357213292637220260201;2026-02-01;35;7265492;0
4362;3572133192119420260301;2026-03-01;35;86264753;0
29175;357213380711420251101;2025-11-01;35;86264753;0
22948;357213384309620251201;2025-12-01;35;86264753;0
16367;357213387876120260101;2026-01-01;35;86264753;0
10110;357213392634220260201;2026-02-01;35;86264753;0
4500;3572134193060920260301;2026-03-01;35;104031239;0
29174;357213480711320251101;2025-11-01;35;104031239;0
22958;357213484310620251201;2025-12-01;35;104031239;0
16359;357213487875320260101;2026-01-01;35;104031239;0
10109;357213492634120260201;2026-02-01;35;104031239;0
4499;3572135193060820260301;2026-03-01;35;80724159;0
29179;357213580711820251101;2025-11-01;35;80724159;0
22951;357213584309920251201;2025-12-01;35;80724159;0
16333;357213586857220260101;2026-01-01;35;80724159;0
10117;357213592635520260201;2026-02-01;35;80724159;0
4366;3572136192119820260301;2026-03-01;35;88934969;0
29178;357213680711720251101;2025-11-01;35;88934969;0
22968;357213684311620251201;2025-12-01;35;88934969;0
16337;357213686857620260101;2026-01-01;35;88934969;0
10120;357213692636120260201;2026-02-01;35;88934969;0
29181;357213780712020251101;2025-11-01;35;203501709;0
22606;357213782272120251201;2025-12-01;35;203501709;0
29182;357213880712120251101;2025-11-01;35;203014092;0
22633;357213882274920251201;2025-12-01;35;203014092;0
29183;357213980712220251101;2025-11-01;35;203608280;0
22612;357213982272720251201;2025-12-01;35;203608280;0
29184;357214080712320251101;2025-11-01;35;202742289;0
22621;357214082273720251201;2025-12-01;35;202742289;0
29185;357214180712420251101;2025-11-01;35;203420420;0
22597;357214182271020251201;2025-12-01;35;203420420;0
29186;357214280712520251101;2025-11-01;35;203043223;0
29187;357214380712620251101;2025-11-01;35;202698280;0
22616;357214382273120251201;2025-12-01;35;202698280;0
29188;357214480712720251101;2025-11-01;35;202105482;0
22882;357214482996120251201;2025-12-01;35;202105482;0
29189;357214580712820251101;2025-11-01;35;202249302;0
22620;357214582273620251201;2025-12-01;35;202249302;0
29190;357214680712920251101;2025-11-01;35;202632661;0
22619;357214682273420251201;2025-12-01;35;202632661;0
29192;357214780713120251101;2025-11-01;35;202031068;0
22655;357214782277220251201;2025-12-01;35;202031068;0
29193;357214880713220251101;2025-11-01;35;203026494;0
22630;357214882274620251201;2025-12-01;35;203026494;0
29194;357214980713320251101;2025-11-01;35;202240446;0
22623;357214982273920251201;2025-12-01;35;202240446;0
29195;357215080713420251101;2025-11-01;35;203439872;0
22878;357215082995720251201;2025-12-01;35;203439872;0
29196;357215180713520251101;2025-11-01;35;202097489;0
22649;357215182276620251201;2025-12-01;35;202097489;0
29197;357215280713620251101;2025-11-01;35;202133007;0
22635;357215282275220251201;2025-12-01;35;202133007;0
29198;357215380713720251101;2025-11-01;35;202392277;0
22624;357215382274020251201;2025-12-01;35;202392277;0
29199;357215480713820251101;2025-11-01;35;202237676;0
22627;357215482274320251201;2025-12-01;35;202237676;0
29200;357215580713920251101;2025-11-01;35;203090599;0
22603;357215582271720251201;2025-12-01;35;203090599;0
29201;357215680714020251101;2025-11-01;35;203225889;0
22596;357215682270920251201;2025-12-01;35;203225889;0
29202;357215780714120251101;2025-11-01;35;202015963;0
22647;357215782276420251201;2025-12-01;35;202015963;0
29203;357215880714220251101;2025-11-01;35;203107920;0
22605;357215882271920251201;2025-12-01;35;203107920;0
29204;357215980714320251101;2025-11-01;35;203186922;0
22604;357215982271820251201;2025-12-01;35;203186922;0
29205;357216080714420251101;2025-11-01;35;203173536;0
22611;357216082272620251201;2025-12-01;35;203173536;0
29206;357216180714520251101;2025-11-01;35;203220608;0
22608;357216182272320251201;2025-12-01;35;203220608;0
29207;357216280714620251101;2025-11-01;35;124898696;0
22881;357216282996020251201;2025-12-01;35;124898696;0
29208;357216380714720251101;2025-11-01;35;200014691;0
22656;357216382277320251201;2025-12-01;35;200014691;0
29209;357216480714820251101;2025-11-01;35;200051356;0
22672;357216482279020251201;2025-12-01;35;200051356;0
29210;357216580714920251101;2025-11-01;35;200186224;0
22671;357216582278920251201;2025-12-01;35;200186224;0
29211;357216680715020251101;2025-11-01;35;200012444;0
22669;357216682278720251201;2025-12-01;35;200012444;0
29212;357216780715120251101;2025-11-01;35;200010181;0
22664;357216782278120251201;2025-12-01;35;200010181;0
29213;357216880715220251101;2025-11-01;35;200012425;0
29214;357216980715320251101;2025-11-01;35;200278487;0
22674;357216982279220251201;2025-12-01;35;200278487;0
29215;357217080715420251101;2025-11-01;35;200010185;0
22887;357217082996620251201;2025-12-01;35;200010185;0
29216;357217180715520251101;2025-11-01;35;122496515;0
22712;357217182283120251201;2025-12-01;35;122496515;0
29217;357217280715620251101;2025-11-01;35;120639017;0
22713;357217282283220251201;2025-12-01;35;120639017;0
29218;357217380715720251101;2025-11-01;35;200882581;0
22880;357217382995920251201;2025-12-01;35;200882581;0
29219;357217480715820251101;2025-11-01;35;119374439;0
22708;357217482282720251201;2025-12-01;35;119374439;0
29220;357217580715920251101;2025-11-01;35;116811382;0
22684;357217582280220251201;2025-12-01;35;116811382;0
29221;357217680716020251101;2025-11-01;35;201785526;0
22653;357217682277020251201;2025-12-01;35;201785526;0
29222;357217780716120251101;2025-11-01;35;113245556;0
22693;357217782281220251201;2025-12-01;35;113245556;0
29223;357217880716220251101;2025-11-01;35;201947130;0
22657;357217882277420251201;2025-12-01;35;201947130;0
29224;357217980716320251101;2025-11-01;35;201541931;0
22640;357217982275720251201;2025-12-01;35;201541931;0
29225;357218080716420251101;2025-11-01;35;201901674;0
22650;357218082276720251201;2025-12-01;35;201901674;0
29226;357218180716520251101;2025-11-01;35;201253796;0
22639;357218182275620251201;2025-12-01;35;201253796;0
29227;357218280716620251101;2025-11-01;35;201901074;0
22889;357218282996820251201;2025-12-01;35;201901074;0
29228;357218380716720251101;2025-11-01;35;201249443;0
22643;357218382276020251201;2025-12-01;35;201249443;0
29229;357218480716820251101;2025-11-01;35;201335832;0
22879;357218482995820251201;2025-12-01;35;201335832;0
9982;357218491377720260201;2026-02-01;35;201335832;0
29230;357218580716920251101;2025-11-01;35;201182358;0
22634;357218582275020251201;2025-12-01;35;201182358;0
29231;357218680717020251101;2025-11-01;35;201471253;0
22642;357218682275920251201;2025-12-01;35;201471253;0
29232;357218780717120251101;2025-11-01;35;112631533;0
22683;357218782280120251201;2025-12-01;35;112631533;0
29233;357218880717220251101;2025-11-01;35;59984121;0
22799;357218882292020251201;2025-12-01;35;59984121;0
29234;357218980717320251101;2025-11-01;35;68295502;0
29235;357219080717420251101;2025-11-01;35;62831879;0
29236;357219180717520251101;2025-11-01;35;61450651;0
29237;357219280717620251101;2025-11-01;35;89775368;0
29238;357219380717720251101;2025-11-01;35;71006851;0
22910;357219382998920251201;2025-12-01;35;71006851;0
29239;357219480717820251101;2025-11-01;35;71328572;0
22752;357219482287220251201;2025-12-01;35;71328572;0
29240;357219580717920251101;2025-11-01;35;67675107;0
22733;357219582285220251201;2025-12-01;35;67675107;0
29241;357219680718020251101;2025-11-01;35;111084946;0
29242;357219780718120251101;2025-11-01;35;66820642;0
22728;357219782284720251201;2025-12-01;35;66820642;0
29243;357219880718220251101;2025-11-01;35;62031767;0
29244;357219980718320251101;2025-11-01;35;67756808;0
22719;357219982283820251201;2025-12-01;35;67756808;0
29245;357220080718420251101;2025-11-01;35;60282347;0
22900;357220082997920251201;2025-12-01;35;60282347;0
29246;357220180718520251101;2025-11-01;35;66812399;0
22732;357220182285120251201;2025-12-01;35;66812399;0
29247;357220280718620251101;2025-11-01;35;61367273;0
22891;357220282997020251201;2025-12-01;35;61367273;0
29248;357220380718720251101;2025-11-01;35;112324967;0
29249;357220480718820251101;2025-11-01;35;66827167;0
22736;357220482285520251201;2025-12-01;35;66827167;0
29250;357220580718920251101;2025-11-01;35;110763629;0
22688;357220582280720251201;2025-12-01;35;110763629;0
29251;357220680719020251101;2025-11-01;35;85053261;0
29252;357220780719120251101;2025-11-01;35;73610682;0
22705;357220782282420251201;2025-12-01;35;73610682;0
29253;357220880719220251101;2025-11-01;35;90009878;0
22698;357220882281720251201;2025-12-01;35;90009878;0
29254;357220980719320251101;2025-11-01;35;74814133;0
22706;357220982282520251201;2025-12-01;35;74814133;0
29255;357221080719420251101;2025-11-01;35;87776472;0
22697;357221082281620251201;2025-12-01;35;87776472;0
29256;357221180719520251101;2025-11-01;35;82051607;0
22695;357221182281420251201;2025-12-01;35;82051607;0
29257;357221280719620251101;2025-11-01;35;54242231;0
22772;357221282289220251201;2025-12-01;35;54242231;0
29259;357221380719820251101;2025-11-01;35;53055233;0
22770;357221382289020251201;2025-12-01;35;53055233;0
29260;357221480719920251101;2025-11-01;35;52537129;0
22774;357221482289420251201;2025-12-01;35;52537129;0
29261;357221580720020251101;2025-11-01;35;52219291;0
22926;357221583000520251201;2025-12-01;35;52219291;0
29262;357221680720120251101;2025-11-01;35;51053781;0
22786;357221682290720251201;2025-12-01;35;51053781;0
29263;357221780720220251101;2025-11-01;35;50124315;0
22920;357221782999920251201;2025-12-01;35;50124315;0
29264;357221880720320251101;2025-11-01;35;51337606;0
22777;357221882289720251201;2025-12-01;35;51337606;0
29266;357221980720520251101;2025-11-01;35;50864751;0
22767;357221982288720251201;2025-12-01;35;50864751;0
29268;357222080720720251101;2025-11-01;35;58900381;0
22908;357222082998720251201;2025-12-01;35;58900381;0
29269;357222180720820251101;2025-11-01;35;56479514;0
22769;357222182288920251201;2025-12-01;35;56479514;0
29270;357222280720920251101;2025-11-01;35;48966011;0
22795;357222282291620251201;2025-12-01;35;48966011;0
29271;357222380721020251101;2025-11-01;35;49393545;0
22917;357222382999620251201;2025-12-01;35;49393545;0
29272;357222480721120251101;2025-11-01;35;58945938;0
22897;357222482997620251201;2025-12-01;35;58945938;0
29274;357222580721320251101;2025-11-01;35;58761748;0
22805;357222582292620251201;2025-12-01;35;58761748;0
29275;357222680721420251101;2025-11-01;35;49470302;0
22913;357222682999220251201;2025-12-01;35;49470302;0
29276;357222780721520251101;2025-11-01;35;54849241;0
22931;357222783001020251201;2025-12-01;35;54849241;0
29277;357222880721620251101;2025-11-01;35;54398525;0
22760;357222882288020251201;2025-12-01;35;54398525;0
29279;357222980721820251101;2025-11-01;35;57482357;0
22801;357222982292220251201;2025-12-01;35;57482357;0
29280;357223080721920251101;2025-11-01;35;54726671;0
22775;357223082289520251201;2025-12-01;35;54726671;0
29281;357223180722020251101;2025-11-01;35;40098818;0
22822;357223182294320251201;2025-12-01;35;40098818;0
29282;357223280722120251101;2025-11-01;35;39887502;0
22816;357223282293720251201;2025-12-01;35;39887502;0
29283;357223380722220251101;2025-11-01;35;45547645;0
22933;357223383001220251201;2025-12-01;35;45547645;0
29284;357223480722320251101;2025-11-01;35;44411588;0
22810;357223482293120251201;2025-12-01;35;44411588;0
29285;357223580722420251101;2025-11-01;35;45865574;0
22842;357223582296320251201;2025-12-01;35;45865574;0
29286;357223680722520251101;2025-11-01;35;45529493;0
22919;357223682999820251201;2025-12-01;35;45529493;0
29287;357223780722620251101;2025-11-01;35;41401565;0
22804;357223782292520251201;2025-12-01;35;41401565;0
29288;357223880722720251101;2025-11-01;35;40001164;0
22817;357223882293820251201;2025-12-01;35;40001164;0
29289;357223980722820251101;2025-11-01;35;42407745;0
22812;357223982293320251201;2025-12-01;35;42407745;0
29290;357224080722920251101;2025-11-01;35;42670888;0
22815;357224082293620251201;2025-12-01;35;42670888;0
29291;357224180723020251101;2025-11-01;35;36593095;0
22921;357224183000020251201;2025-12-01;35;36593095;0
29292;357224280723120251101;2025-11-01;35;29004616;0
22934;357224283001320251201;2025-12-01;35;29004616;0
29293;357224380723220251101;2025-11-01;35;41129385;0
22808;357224382292920251201;2025-12-01;35;41129385;0
29294;357224480723320251101;2025-11-01;35;26583054;0
22827;357224482294820251201;2025-12-01;35;26583054;0
29295;357224580723420251101;2025-11-01;35;27608689;0
22824;357224582294520251201;2025-12-01;35;27608689;0
29296;357224680723520251101;2025-11-01;35;24479365;0
22832;357224682295320251201;2025-12-01;35;24479365;0
4407;3574820193051620260301;2026-03-01;35;4550820;0
29297;357482081332120251101;2025-11-01;35;4550820;0
22936;357482084308420251201;2025-12-01;35;4550820;0
16391;357482087878520260101;2026-01-01;35;4550820;0
10125;357482092637020260201;2026-02-01;35;4550820;0
29299;357482181332320251101;2025-11-01;35;200675901;0
4411;3574822193052020260301;2026-03-01;35;28706006;0
29301;357482281332520251101;2025-11-01;35;28706006;0
22940;357482284308820251201;2025-12-01;35;28706006;0
16389;357482287878320260101;2026-01-01;35;28706006;0
10126;357482292637120260201;2026-02-01;35;28706006;0
29302;357482381332620251101;2025-11-01;35;200714313;0
29303;357482481332720251101;2025-11-01;35;54951739;0
29304;357482581332820251101;2025-11-01;35;54920485;0
29305;357482681332920251101;2025-11-01;35;58074627;0
29306;357482781333020251101;2025-11-01;35;202373859;0
29307;357482881333120251101;2025-11-01;35;203209841;0
22871;357482882995020251201;2025-12-01;35;203209841;0
29308;357482981333220251101;2025-11-01;35;31169392;0
29311;357483081333520251101;2025-11-01;35;201305503;0
22876;357483082995520251201;2025-12-01;35;201305503;0
29312;357483181333620251101;2025-11-01;35;65064356;0
29313;357483281333720251101;2025-11-01;35;84182911;0
29314;357483381333820251101;2025-11-01;35;202025859;0
29315;357483481333920251101;2025-11-01;35;200010634;0
29316;357483581334020251101;2025-11-01;35;62668986;0
29317;357483681334120251101;2025-11-01;35;203880642;0
29318;357483781334220251101;2025-11-01;35;202025860;0
29319;357483881334320251101;2025-11-01;35;62503952;0
29320;357483981334420251101;2025-11-01;35;200714314;0
29321;357484081334520251101;2025-11-01;35;39852288;0
22924;357484083000320251201;2025-12-01;35;39852288;0
29322;357484181334620251101;2025-11-01;35;202861657;0
29323;357484281334720251101;2025-11-01;35;202025864;0
29324;357484381334820251101;2025-11-01;35;202405435;0
29328;357484481335220251101;2025-11-01;35;82377227;0
29329;357484581335320251101;2025-11-01;35;202025862;0
29330;357484681335420251101;2025-11-01;35;202373857;0
29332;357484781335620251101;2025-11-01;35;30361036;0
29333;357484881335720251101;2025-11-01;35;54505585;0
22904;357484882998320251201;2025-12-01;35;54505585;0
29334;357484981335820251101;2025-11-01;35;201729933;0
22892;357484982997120251201;2025-12-01;35;201729933;0
29335;357485081335920251101;2025-11-01;35;60727870;0
29336;357485181336020251101;2025-11-01;35;123429676;0
29337;357485281336120251101;2025-11-01;35;57490970;0
29338;357485381336220251101;2025-11-01;35;202025861;0
29339;357485481336320251101;2025-11-01;35;31152333;0
29340;357485581336420251101;2025-11-01;35;200012707;0
29341;357485681336520251101;2025-11-01;35;118664794;0
29343;357485781336720251101;2025-11-01;35;202914441;0
29344;357485881336820251101;2025-11-01;35;63292521;0
29345;357485981336920251101;2025-11-01;35;54928061;0
29346;357486081337020251101;2025-11-01;35;64340520;0
29347;357486181337120251101;2025-11-01;35;202950038;0
29348;357486281337220251101;2025-11-01;35;61542717;0
29350;357486381337420251101;2025-11-01;35;115500031;0
29351;357486481337520251101;2025-11-01;35;48837032;0
29353;357486581337720251101;2025-11-01;35;62085786;0
29355;357486681337920251101;2025-11-01;35;202025865;0
29356;357486781338020251101;2025-11-01;35;117474011;0
29358;357486881338220251101;2025-11-01;35;202723376;0
22873;357486882995220251201;2025-12-01;35;202723376;0
29357;357486981338120251101;2025-11-01;35;61065030;0
29360;357487081338420251101;2025-11-01;35;52795471;0
22905;357487082998420251201;2025-12-01;35;52795471;0
29361;357487181338520251101;2025-11-01;35;79507581;0
22896;357487182997520251201;2025-12-01;35;79507581;0
29363;357487281338720251101;2025-11-01;35;52338991;0
29364;357487381338820251101;2025-11-01;35;62596519;0
29365;357487481338920251101;2025-11-01;35;202603594;0
22886;357487482996520251201;2025-12-01;35;202603594;0
29366;357487581339020251101;2025-11-01;35;200254822;0
29367;357487681339120251101;2025-11-01;35;58877819;0
22899;357487682997820251201;2025-12-01;35;58877819;0
29368;357487781339220251101;2025-11-01;35;202929024;0
29369;357487881339320251101;2025-11-01;35;202021565;0
29371;357487981339520251101;2025-11-01;35;55265286;0
29372;357488081339620251101;2025-11-01;35;50810201;0
22911;357488082999020251201;2025-12-01;35;50810201;0
29373;357488181339720251101;2025-11-01;35;123323223;0
29374;357488281339820251101;2025-11-01;35;51957728;0
29375;357488381339920251101;2025-11-01;35;64787648;0
29376;357488481340020251101;2025-11-01;35;28576942;0
22935;357488483001420251201;2025-12-01;35;28576942;0
29377;357488581340120251101;2025-11-01;35;69760233;0
22902;357488582998120251201;2025-12-01;35;69760233;0
29379;357488681340320251101;2025-11-01;35;54878781;0
29380;357488781340420251101;2025-11-01;35;30602173;0
22918;357488782999720251201;2025-12-01;35;30602173;0
29382;357488881340620251101;2025-11-01;35;61538001;0
29383;357488981340720251101;2025-11-01;35;65453093;0
22740;357488982285920251201;2025-12-01;35;65453093;0
29384;357489081340820251101;2025-11-01;35;203485401;0
29385;357489181340920251101;2025-11-01;35;2239534;0
29387;357489281341120251101;2025-11-01;35;BTE0017838;0
22869;357489282994820251201;2025-12-01;35;BTE0017838;0
29388;357489381341220251101;2025-11-01;35;67879829;0
22901;357489382998020251201;2025-12-01;35;67879829;0
29389;357489481341320251101;2025-11-01;35;202788601;0
29391;357489581341520251101;2025-11-01;35;47203391;0
22925;357489583000420251201;2025-12-01;35;47203391;0
29394;357489681341820251101;2025-11-01;35;90117115;0
22890;357489682996920251201;2025-12-01;35;90117115;0
29395;357489781341920251101;2025-11-01;35;113059710;0
29396;357489881342020251101;2025-11-01;35;58107355;0
22912;357489882999120251201;2025-12-01;35;58107355;0
29397;357489981342120251101;2025-11-01;35;86299816;0
29398;357490081342220251101;2025-11-01;35;46744274;0
29400;357490181342420251101;2025-11-01;35;203449083;0
29401;357490281342520251101;2025-11-01;35;65603761;0
29402;357490381342620251101;2025-11-01;35;20255918;0
29404;357490481342820251101;2025-11-01;35;28624092;0
22930;357490483000920251201;2025-12-01;35;28624092;0
29405;357490581342920251101;2025-11-01;35;45684391;0
29406;357490681343020251101;2025-11-01;35;200714312;0
29407;357490781343120251101;2025-11-01;35;66961432;0
22898;357490782997720251201;2025-12-01;35;66961432;0
29409;357490881343320251101;2025-11-01;35;BTE0018773;0
22877;357490882995620251201;2025-12-01;35;BTE0018773;0
29410;357490981343420251101;2025-11-01;35;110884302;0
29412;357491081343620251101;2025-11-01;35;79891578;0
29411;357491181343520251101;2025-11-01;35;200791378;0
29415;357491281343920251101;2025-11-01;35;202352275;0
29416;357491381344020251101;2025-11-01;35;200714311;0
29419;357491481344320251101;2025-11-01;35;202521793;0
29420;357491581344420251101;2025-11-01;35;202969112;0
29421;357491681344520251101;2025-11-01;35;64706508;0
29422;357491781344620251101;2025-11-01;35;31173233;0
29423;357491881344720251101;2025-11-01;35;52157989;0
29424;357491981344820251101;2025-11-01;35;55338615;0
22914;357491982999320251201;2025-12-01;35;55338615;0
29425;357492081344920251101;2025-11-01;35;203381016;0
29426;357492181345020251101;2025-11-01;35;57292345;0
29427;357492281345120251101;2025-11-01;35;58629742;0
29428;357492381345220251101;2025-11-01;35;202373858;0
29429;357492481345320251101;2025-11-01;35;200003465;0
29430;357492581345420251101;2025-11-01;35;119102030;0
29431;357492681345520251101;2025-11-01;35;116715201;0
29432;357492781345620251101;2025-11-01;35;80529691;0
29433;357492881345720251101;2025-11-01;35;75461927;0
29434;357492981345820251101;2025-11-01;35;60738847;0
29435;357493081345920251101;2025-11-01;35;41277708;0
29437;357493181346120251101;2025-11-01;35;54290040;0
22922;357493183000120251201;2025-12-01;35;54290040;0
29438;357493281346220251101;2025-11-01;35;200254823;0
29439;357493381346320251101;2025-11-01;35;87472759;0
29440;357493481346420251101;2025-11-01;35;85849375;0
29442;357493581346620251101;2025-11-01;35;202165350;0
29444;357493681346820251101;2025-11-01;35;65595998;0
29446;357493781347020251101;2025-11-01;35;69240663;0
29448;357493881347220251101;2025-11-01;35;41176430;0
22915;357493882999420251201;2025-12-01;35;41176430;0
29450;357493981347420251101;2025-11-01;35;202100945;0
22888;357493982996720251201;2025-12-01;35;202100945;0
29451;357494081347520251101;2025-11-01;35;48837717;0
22923;357494083000220251201;2025-12-01;35;48837717;0
29452;357494181347620251101;2025-11-01;35;61604640;0
22894;357494182997320251201;2025-12-01;35;61604640;0
29453;357494281347720251101;2025-11-01;35;30667968;0
29454;357494381347820251101;2025-11-01;35;203144511;0
29457;357494481348120251101;2025-11-01;35;58096515;0
29458;357494581348220251101;2025-11-01;35;202025866;0
29459;357494681348320251101;2025-11-01;35;62076027;0
29460;357494781348420251101;2025-11-01;35;118402790;0
22885;357494782996420251201;2025-12-01;35;118402790;0
29462;357494881348620251101;2025-11-01;35;202373856;0
29463;357494981348720251101;2025-11-01;35;66886848;0
29464;357495081348820251101;2025-11-01;35;80963731;0
29465;357495181348920251101;2025-11-01;35;30229961;0
29466;357495281349020251101;2025-11-01;35;63926628;0
29467;357495381349120251101;2025-11-01;35;200096567;0
29469;357495481349320251101;2025-11-01;35;48240737;0
22907;357495482998620251201;2025-12-01;35;48240737;0
29470;357495581349420251101;2025-11-01;35;200012392;0
22884;357495582996320251201;2025-12-01;35;200012392;0
29471;357495681349520251101;2025-11-01;35;74120719;0
29473;357495781349720251101;2025-11-01;35;202945741;0
22872;357495782995120251201;2025-12-01;35;202945741;0
29474;357495881349820251101;2025-11-01;35;118777831;0
22883;357495882996220251201;2025-12-01;35;118777831;0
29475;357495981349920251101;2025-11-01;35;116967366;0
29476;357496081350020251101;2025-11-01;35;201247276;0
22874;357496082995320251201;2025-12-01;35;201247276;0
29478;357496181350220251101;2025-11-01;35;52218961;0
29479;357496281350320251101;2025-11-01;35;202790386;0
29480;357496381350420251101;2025-11-01;35;49672924;0
29481;357496481350520251101;2025-11-01;35;57428018;0
22764;357496482288420251201;2025-12-01;35;57428018;0
29482;357496581350620251101;2025-11-01;35;121591565;0
29483;357496681350720251101;2025-11-01;35;58740082;0
22895;357496682997420251201;2025-12-01;35;58740082;0
29484;357496781350820251101;2025-11-01;35;200244602;0
29485;357496881350920251101;2025-11-01;35;41649583;0
29486;357496981351020251101;2025-11-01;35;62595113;0
29487;357497081351120251101;2025-11-01;35;202871974;0
29488;357497181351220251101;2025-11-01;35;30311403;0
29490;357497281351420251101;2025-11-01;35;69789207;0
29491;357497381351520251101;2025-11-01;35;70976953;0
22906;357497382998520251201;2025-12-01;35;70976953;0
29492;357497481351620251101;2025-11-01;35;118645285;0
29493;357497581351720251101;2025-11-01;35;48148521;0
29495;357497681351920251101;2025-11-01;35;123717426;0
29496;357497781352020251101;2025-11-01;35;30701449;0
29497;357497881352120251101;2025-11-01;35;56909951;0
29499;357497981352320251101;2025-11-01;35;54637864;0
29500;357498081352420251101;2025-11-01;35;64303209;0
29501;357498181352520251101;2025-11-01;35;202025863;0
29502;357498281352620251101;2025-11-01;35;68858043;0
29503;357498381352720251101;2025-11-01;35;202901352;0
22870;357498382994920251201;2025-12-01;35;202901352;0
29504;357498481352820251101;2025-11-01;35;200014016;0
29506;357498581353020251101;2025-11-01;35;52088979;0
22928;357498583000720251201;2025-12-01;35;52088979;0
29507;357498681353120251101;2025-11-01;35;203088982;0
29508;357498781353220251101;2025-11-01;35;52468119;0
29509;357498881353320251101;2025-11-01;35;62880071;0
29510;357498981353420251101;2025-11-01;35;202619730;0
29511;357499081353520251101;2025-11-01;35;65057121;0
29513;357499181353720251101;2025-11-01;35;46946314;0
22841;357499182296220251201;2025-12-01;35;46946314;0
29514;357499281353820251101;2025-11-01;35;48414956;0
22794;357499282291520251201;2025-12-01;35;48414956;0
29515;357499381353920251101;2025-11-01;35;2115157;0
22829;357499382295020251201;2025-12-01;35;2115157;0
29516;357499481354020251101;2025-11-01;35;47394927;0
22844;357499482296520251201;2025-12-01;35;47394927;0
29517;357499581354120251101;2025-11-01;35;47465841;0
22839;357499582296020251201;2025-12-01;35;47465841;0
29518;357499681354220251101;2025-11-01;35;48269743;0
22791;357499682291220251201;2025-12-01;35;48269743;0
29519;357499781354320251101;2025-11-01;35;47606487;0
22836;357499782295720251201;2025-12-01;35;47606487;0
29520;357499881354420251101;2025-11-01;35;46965815;0
22843;357499882296420251201;2025-12-01;35;46965815;0
