"id_processo","data_criacao","valor_estimado","num_movimentacoes","num_anexos","dias_para_deferimento","cliente","tipo_credito"
17975,"2024-07-03 13:09:31",5000.00,34,0,30,OI,Dobro
17974,"2024-07-03 13:03:35",23000.00,14,0,30,OI,Desconhecido
17973,"2024-07-02 11:34:09",13000.00,8,0,30,OI,Desconhecido
18177,"2024-07-02 11:29:38",3000.00,29,0,170,OI,Dobro
17971,"2024-07-02 11:24:20",3000.00,30,0,30,OI,Desconhecido
18167,"2024-07-02 11:19:07",6000.00,64,0,30,OI,Desconhecido
17969,"2024-07-01 15:54:26",12000.00,6,0,30,OI,Desconhecido
17968,"2024-07-01 15:44:18",6000.00,19,0,30,OI,Desconhecido
17967,"2024-07-01 14:37:28",30000.00,28,0,30,OI,Desconhecido
17966,"2024-07-01 14:17:41",40000.00,6,0,30,OI,Desconhecido
17965,"2024-07-01 13:50:23",30000.00,26,0,165,OI,Simples
17964,"2024-07-01 13:36:48",13000.00,13,0,30,OI,Desconhecido
17963,"2024-07-01 13:33:04",6000.00,37,0,30,OI,Dobro
17962,"2024-07-01 13:25:46",10000.00,12,0,30,OI,Desconhecido
17961,"2024-07-01 10:58:30",20000.00,12,0,30,OI,Desconhecido
17960,"2024-06-28 00:00:00",0.00,8,0,30,VIA S.A.,Desconhecido
17959,"2024-06-26 13:32:00",10000.00,12,0,30,OI,Desconhecido
17958,"2024-06-26 13:06:21",6000.00,8,0,30,OI,Desconhecido
17957,"2024-06-26 09:18:28",4000.00,9,0,30,OI,Desconhecido
17956,"2024-06-25 10:00:37",120000.00,13,0,30,OI,Desconhecido
17955,"2024-06-25 09:47:03",13000.00,5,0,30,OI,Desconhecido
17954,"2024-06-25 09:41:15",3000.00,15,0,30,OI,Desconhecido
17953,"2024-06-21 14:45:27",30000.00,13,0,30,OI,Desconhecido
17952,"2024-06-21 10:05:36",16000.00,11,0,30,OI,Desconhecido
17951,"2024-06-20 13:45:54",120000.00,16,0,30,OI,Desconhecido
17950,"2024-06-20 13:36:40",12000.00,15,0,30,OI,Desconhecido
17949,"2024-06-20 13:28:02",100000.00,16,0,30,OI,Desconhecido
17948,"2024-06-20 13:23:40",5000.00,12,0,30,OI,Desconhecido
17947,"2024-06-20 12:15:16",21000.00,16,0,30,OI,Desconhecido
17946,"2024-06-19 00:00:00",10000.00,28,0,30,HOSPITAL ISRAELITA ALBERT EINSTEIN,Desconhecido
17945,"2024-06-18 14:42:57",3000.00,7,0,30,OI,Desconhecido
17944,"2024-06-18 14:02:09",300.00,7,0,30,OI,Desconhecido
17943,"2024-06-18 13:51:11",3000.00,7,0,30,OI,Desconhecido
17942,"2024-06-18 13:47:34",300.00,7,0,30,OI,Desconhecido
17941,"2024-06-18 09:47:05",8000.00,7,0,30,OI,Desconhecido
17940,"2024-06-18 09:40:58",2000.00,6,0,30,OI,Desconhecido
17939,"2024-06-12 12:30:07",2000.00,8,0,30,OI,Desconhecido
17938,"2024-06-12 12:23:22",3000.00,6,0,30,OI,Desconhecido
17937,"2024-06-12 12:21:04",30000.00,6,0,30,OI,Desconhecido
17935,"2024-06-12 00:00:00",0.00,6,0,30,MECANICA E ESTAMPARIA SAO BERNARDO LTDA,Desconhecido
17936,"2024-06-12 00:00:00",0.00,9,0,30,BIOLABOR - LABORATORIO DE ANALISES CLINICAS,Desconhecido
17934,"2024-06-11 15:38:04",40000.00,12,0,399,CLARO,Desconhecido
17933,"2024-06-11 15:07:34",15000.00,25,2,560,CLARO,Simples
17932,"2024-06-11 09:59:33",40000.00,8,0,30,CLARO,Desconhecido
17931,"2024-06-10 14:01:40",4000.00,19,0,598,CLARO,Desconhecido
17930,"2024-06-07 17:04:30",6000.00,13,0,30,CLARO,Desconhecido
17929,"2024-06-07 17:02:09",3000.00,12,0,30,CLARO,Desconhecido
17928,"2024-06-07 16:58:34",4000.00,29,0,273,CLARO,Simples
17927,"2024-06-07 16:56:32",6000.00,12,0,30,CLARO,Desconhecido
17926,"2024-06-07 16:48:11",3000.00,30,0,273,CLARO,Simples
17925,"2024-06-07 15:37:31",5000.00,35,0,273,CLARO,Simples
17924,"2024-06-07 15:26:45",7000.00,14,0,30,CLARO,Desconhecido
17923,"2024-06-06 15:33:03",40000.00,28,0,274,CLARO,Simples
17922,"2024-06-06 15:16:01",10000.00,14,0,30,CLARO,Desconhecido
17921,"2024-06-06 15:04:09",8000.00,24,0,274,CLARO,Simples
17920,"2024-06-06 15:00:36",5000.00,21,0,274,CLARO,Simples
17919,"2024-06-06 14:55:36",2000.00,29,0,274,CLARO,Simples
17918,"2024-06-06 14:36:30",5500.00,35,0,274,CLARO,Simples
17917,"2024-06-06 08:44:13",2500.00,13,0,30,CLARO,Desconhecido
17916,"2024-06-06 08:42:20",2000.00,36,0,274,CLARO,Simples
17915,"2024-06-06 08:36:01",5000.00,14,0,30,CLARO,Desconhecido
17914,"2024-06-06 08:24:01",5000.00,26,0,274,CLARO,Simples
17913,"2024-06-06 08:17:09",11000.00,29,0,274,CLARO,Simples
17912,"2024-06-06 08:15:02",2500.00,29,0,274,CLARO,Simples
17911,"2024-06-06 08:08:51",4000.00,29,0,274,CLARO,Simples
17910,"2024-06-06 08:07:52",4000.00,25,0,274,CLARO,Simples
17909,"2024-06-04 17:03:43",20000.00,24,0,276,CLARO,Simples
17908,"2024-06-04 16:34:16",2000.00,20,0,276,CLARO,Simples
17907,"2024-06-04 16:29:01",3000.00,30,0,276,CLARO,Simples
17906,"2024-06-04 16:23:12",7000.00,31,0,276,CLARO,Simples
17905,"2024-06-04 16:16:14",10000.00,13,0,30,CLARO,Desconhecido
17904,"2024-06-04 16:13:47",2000.00,22,0,276,CLARO,Simples
17903,"2024-06-04 16:12:26",2000.00,31,0,276,CLARO,Simples
17902,"2024-06-04 16:10:42",4000.00,27,0,276,CLARO,Simples
17901,"2024-06-03 17:08:31",5000.00,22,0,277,CLARO,Simples
17900,"2024-06-03 16:45:41",6000.00,32,0,277,CLARO,Simples
17899,"2024-06-03 16:41:24",22000.00,36,0,277,CLARO,Simples
17898,"2024-06-03 16:39:44",5000.00,22,0,277,CLARO,Simples
17897,"2024-06-03 16:36:31",5000.00,14,0,30,CLARO,Desconhecido
17896,"2024-06-03 16:34:04",4000.00,33,0,277,CLARO,Simples
17895,"2024-06-03 16:32:57",4000.00,23,0,277,CLARO,Simples
17894,"2024-06-03 16:21:14",3000.00,49,0,277,CLARO,Simples
17893,"2024-06-03 16:19:30",3000.00,27,0,277,CLARO,Simples
17892,"2024-06-03 16:10:58",8000.00,27,0,277,CLARO,Simples
17891,"2024-06-03 16:01:20",5000.00,13,0,30,CLARO,Desconhecido
17890,"2024-06-03 15:03:33",4000.00,23,0,277,CLARO,Simples
17889,"2024-06-03 14:59:11",6000.00,23,0,277,CLARO,Simples
17888,"2024-06-03 14:55:38",3000.00,15,0,30,CLARO,Desconhecido
17887,"2024-06-03 14:52:34",10000.00,27,0,277,CLARO,Simples
17886,"2024-06-03 14:48:09",4000.00,22,0,277,CLARO,Simples
17885,"2024-06-03 14:43:34",5000.00,27,0,277,CLARO,Simples
17884,"2024-06-03 14:17:11",4000.00,23,0,277,CLARO,Simples
17883,"2024-06-03 14:07:56",0.00,14,0,30,CLARO,Desconhecido
17882,"2024-06-03 13:53:41",2500.00,26,0,277,CLARO,Simples
17881,"2024-06-03 13:49:33",9000.00,23,0,277,CLARO,Simples
17880,"2024-06-03 13:46:56",2000.00,16,0,30,CLARO,Desconhecido
17879,"2024-06-03 13:44:37",5000.00,22,0,277,CLARO,Simples
17878,"2024-06-03 11:54:01",5000.00,32,0,277,CLARO,Simples
17877,"2024-06-03 11:43:44",18000.00,33,0,277,CLARO,Simples
17876,"2024-06-03 11:41:28",15000.00,33,0,277,CLARO,Simples
17875,"2024-06-03 11:38:54",7000.00,28,0,277,CLARO,Simples
17874,"2024-06-03 11:35:05",7000.00,22,0,277,CLARO,Simples
17873,"2024-06-03 11:24:58",3000.00,35,0,277,CLARO,Simples
17872,"2024-06-03 11:14:43",4000.00,22,0,277,CLARO,Simples
17871,"2024-05-28 11:16:12",3000.00,15,0,30,CLARO,Desconhecido
17870,"2024-05-28 11:11:04",7000.00,15,0,30,CLARO,Desconhecido
17869,"2024-05-28 10:57:35",10000.00,15,0,30,CLARO,Desconhecido
17868,"2024-05-28 10:50:58",2000.00,15,0,30,CLARO,Desconhecido
17867,"2024-05-28 10:48:33",12000.00,15,0,30,CLARO,Desconhecido
17866,"2024-05-28 10:40:35",3000.00,15,0,30,CLARO,Desconhecido
17865,"2024-05-28 10:37:52",3000.00,15,0,30,CLARO,Desconhecido
17864,"2024-05-28 10:33:22",6000.00,15,0,30,CLARO,Desconhecido
17863,"2024-05-28 10:21:40",3000.00,15,0,30,CLARO,Desconhecido
17862,"2024-05-24 00:00:00",0.00,6,0,30,VIA S.A.,Desconhecido
17861,"2024-05-20 15:42:32",3000.00,15,0,30,CLARO,Desconhecido
17860,"2024-05-20 14:43:40",4000.00,15,0,30,CLARO,Desconhecido
17859,"2024-05-20 14:09:38",8000.00,15,0,30,CLARO,Desconhecido
17858,"2024-05-20 13:57:59",15000.00,15,0,30,CLARO,Desconhecido
17857,"2024-05-20 12:10:04",16000.00,15,0,30,CLARO,Desconhecido
17856,"2024-05-20 11:58:39",100000.00,15,0,30,CLARO,Desconhecido
17855,"2024-05-20 11:55:11",9000.00,15,0,30,CLARO,Desconhecido
17854,"2024-05-20 11:49:29",2000.00,15,0,30,CLARO,Desconhecido
17853,"2024-05-20 11:38:26",20000.00,15,0,30,CLARO,Desconhecido
17852,"2024-05-20 11:20:44",22000.00,15,0,30,CLARO,Desconhecido
17851,"2024-05-20 11:08:21",20000.00,15,0,30,CLARO,Desconhecido
17850,"2024-05-20 11:06:38",20000.00,15,0,30,CLARO,Desconhecido
17849,"2024-05-20 10:51:12",50000.00,15,0,30,CLARO,Desconhecido
17848,"2024-05-16 16:58:32",18000.00,15,0,30,CLARO,Desconhecido
17847,"2024-05-16 10:47:12",20000.00,15,0,30,CLARO,Desconhecido
17846,"2024-05-16 10:35:15",7000.00,15,0,30,CLARO,Desconhecido
17845,"2024-05-16 10:05:06",10000.00,15,0,30,CLARO,Desconhecido
17844,"2024-05-16 09:52:34",15000.00,15,0,30,CLARO,Desconhecido
17843,"2024-05-16 09:45:34",100000.00,15,0,30,CLARO,Desconhecido
17842,"2024-05-16 09:34:04",10000.00,15,0,30,CLARO,Desconhecido
17841,"2024-05-16 09:24:33",5000.00,15,0,30,CLARO,Desconhecido
17840,"2024-05-15 16:44:09",10000.00,15,0,30,CLARO,Desconhecido
17839,"2024-05-15 16:36:40",40000.00,15,0,30,CLARO,Desconhecido
17838,"2024-05-15 16:27:34",45000.00,15,0,30,CLARO,Desconhecido
17837,"2024-05-15 16:23:05",20000.00,15,0,30,CLARO,Desconhecido
17836,"2024-05-15 16:18:47",70000.00,15,0,30,CLARO,Desconhecido
17835,"2024-05-15 16:04:46",35000.00,15,0,30,CLARO,Desconhecido
17834,"2024-05-15 15:57:57",10000.00,15,0,30,CLARO,Desconhecido
17833,"2024-05-15 10:19:05",60000.00,15,0,30,CLARO,Desconhecido
17832,"2024-05-15 10:06:18",12000.00,15,0,30,CLARO,Desconhecido
17831,"2024-05-14 16:46:27",20000.00,15,0,30,CLARO,Desconhecido
17830,"2024-05-14 16:42:09",40000.00,15,0,30,CLARO,Desconhecido
17829,"2024-05-14 16:30:18",20000.00,15,0,30,CLARO,Desconhecido
17828,"2024-05-14 16:18:38",0.00,16,0,30,CLARO,Desconhecido
17827,"2024-05-14 15:37:32",40000.00,14,0,30,CLARO,Desconhecido
17826,"2024-05-13 10:00:59",25000.00,13,0,30,OI,Desconhecido
17825,"2024-05-09 13:57:33",20000.00,5,0,30,VIA S.A.,Desconhecido
17824,"2024-05-09 11:20:37",20000.00,10,1,30,VIA S.A.,Desconhecido
17823,"2024-05-08 16:59:50",40000.00,35,0,71,VIA S.A.,Simples
17822,"2024-05-08 16:38:23",20000.00,11,0,30,VIA S.A.,Desconhecido
17817,"2024-05-07 00:00:00",60000.00,15,0,30,VIA S.A.,Desconhecido
17818,"2024-05-07 00:00:00",20000.00,13,0,30,VIA S.A.,Desconhecido
17819,"2024-05-07 00:00:00",15000.00,13,0,30,VIA S.A.,Desconhecido
17820,"2024-05-07 00:00:00",10000.00,12,0,30,VIA S.A.,Desconhecido
17821,"2024-05-07 00:00:00",0.00,6,0,30,MECANICA E ESTAMPARIA SAO BERNARDO LTDA,Desconhecido
17816,"2024-05-03 16:09:17",1000.00,15,0,30,OI,Desconhecido
17815,"2024-04-29 14:09:03",5000.00,13,0,30,VIA S.A.,Desconhecido
17814,"2024-04-29 13:52:28",30000.00,16,1,674,VIA S.A.,Desconhecido
17813,"2024-04-25 11:52:05",64500.00,5,0,30,CLARO,Desconhecido
17812,"2024-04-22 15:51:35",3000.00,13,0,30,CLARO,Desconhecido
17811,"2024-04-22 15:50:12",5000.00,9,0,30,CLARO,Desconhecido
17810,"2024-04-22 15:45:53",15000.00,15,1,30,CLARO,Desconhecido
17809,"2024-04-22 15:43:49",9000.00,10,1,30,CLARO,Desconhecido
17808,"2024-04-22 15:42:20",70000.00,12,0,30,CLARO,Desconhecido
17807,"2024-04-22 15:33:10",8000.00,11,1,30,CLARO,Desconhecido
17806,"2024-04-22 15:29:04",23000.00,12,0,30,CLARO,Desconhecido
17805,"2024-04-22 15:27:32",7000.00,11,0,30,CLARO,Desconhecido
17804,"2024-04-22 15:24:04",4000.00,12,0,30,CLARO,Desconhecido
17803,"2024-04-22 15:22:40",10000.00,12,0,30,CLARO,Desconhecido
17802,"2024-04-22 15:20:10",6000.00,12,0,30,CLARO,Desconhecido
17801,"2024-04-22 15:19:01",8000.00,12,0,30,CLARO,Desconhecido
17800,"2024-04-22 15:17:09",4000.00,13,0,30,CLARO,Desconhecido
17799,"2024-04-19 14:04:27",8000.00,12,0,30,CLARO,Desconhecido
17798,"2024-04-19 14:02:14",2000.00,12,0,30,CLARO,Desconhecido
17797,"2024-04-19 14:01:16",40000.00,12,0,30,CLARO,Desconhecido
17796,"2024-04-19 13:59:19",5000.00,12,0,30,CLARO,Desconhecido
17795,"2024-04-19 13:58:19",2000.00,14,0,30,CLARO,Desconhecido
17794,"2024-04-19 13:57:14",5000.00,13,0,30,CLARO,Desconhecido
17793,"2024-04-19 13:55:28",10000.00,19,0,525,CLARO,Simples
17792,"2024-04-19 13:54:16",10000.00,9,0,30,CLARO,Desconhecido
17791,"2024-04-19 13:53:20",25000.00,9,0,30,CLARO,Desconhecido
17790,"2024-04-19 13:51:47",3000.00,9,0,30,CLARO,Desconhecido
17789,"2024-04-19 13:50:58",3000.00,9,0,30,CLARO,Desconhecido
17788,"2024-04-19 13:49:40",3000.00,10,0,30,CLARO,Desconhecido
17787,"2024-04-19 13:48:47",15000.00,10,0,30,CLARO,Desconhecido
17786,"2024-04-19 13:47:20",7000.00,10,0,30,CLARO,Desconhecido
17785,"2024-04-19 13:46:20",3000.00,10,0,30,CLARO,Desconhecido
17784,"2024-04-19 13:44:59",6000.00,10,0,30,CLARO,Desconhecido
17783,"2024-04-19 13:44:04",6000.00,10,0,30,CLARO,Desconhecido
17782,"2024-04-19 13:42:40",12000.00,8,0,30,CLARO,Desconhecido
17781,"2024-04-19 13:41:14",4000.00,9,0,30,CLARO,Desconhecido
17780,"2024-04-19 13:40:23",2000.00,9,0,30,CLARO,Desconhecido
17779,"2024-04-19 13:39:06",10000.00,9,0,30,CLARO,Desconhecido
17778,"2024-04-19 13:38:13",3000.00,9,0,30,CLARO,Desconhecido
17777,"2024-04-19 13:37:11",6000.00,10,0,30,CLARO,Desconhecido
17776,"2024-04-19 13:36:05",5000.00,10,0,30,CLARO,Desconhecido
17775,"2024-04-19 13:35:04",20000.00,10,0,30,CLARO,Desconhecido
17774,"2024-04-19 13:33:51",3000.00,12,0,30,CLARO,Desconhecido
17773,"2024-04-19 13:32:56",5000.00,12,0,30,CLARO,Desconhecido
17772,"2024-04-19 13:31:54",4000.00,12,0,30,CLARO,Desconhecido
17771,"2024-04-19 13:31:00",3000.00,12,0,30,CLARO,Desconhecido
17770,"2024-04-19 13:30:01",4000.00,8,0,30,CLARO,Desconhecido
17769,"2024-04-19 13:26:46",30000.00,10,0,30,CLARO,Desconhecido
17768,"2024-04-19 13:24:49",57000.00,8,0,30,CLARO,Desconhecido
17767,"2024-04-19 13:23:38",5000.00,9,0,30,CLARO,Desconhecido
17766,"2024-04-19 13:22:49",15000.00,10,0,30,CLARO,Desconhecido
17765,"2024-04-19 13:21:11",7000.00,10,0,30,CLARO,Desconhecido
17764,"2024-04-19 13:19:28",3000.00,14,0,657,CLARO,Desconhecido
17763,"2024-04-19 13:18:34",12000.00,10,0,30,CLARO,Desconhecido
17762,"2024-04-19 13:17:45",7000.00,10,0,30,CLARO,Desconhecido
17761,"2024-04-19 13:16:57",12000.00,11,0,30,CLARO,Desconhecido
17760,"2024-04-19 13:16:02",12000.00,10,0,30,CLARO,Desconhecido
17759,"2024-04-19 13:05:41",8000.00,11,0,30,CLARO,Desconhecido
17758,"2024-04-19 13:04:35",3000.00,10,0,30,CLARO,Desconhecido
17757,"2024-04-19 13:03:42",4000.00,10,0,30,CLARO,Desconhecido
17756,"2024-04-19 12:06:35",5000.00,10,0,30,CLARO,Desconhecido
17755,"2024-04-19 12:05:12",7000.00,20,3,661,CLARO,Simples
17754,"2024-04-19 12:00:25",10000.00,9,0,30,CLARO,Desconhecido
17753,"2024-04-19 11:58:03",4000.00,10,0,30,CLARO,Desconhecido
17752,"2024-04-19 11:56:56",4000.00,13,0,30,CLARO,Desconhecido
17751,"2024-04-19 11:55:37",6000.00,10,1,30,CLARO,Desconhecido
17750,"2024-04-19 11:53:43",3000.00,9,0,418,CLARO,Simples
17749,"2024-04-19 11:51:07",10000.00,12,0,454,CLARO,Dobro
17748,"2024-04-19 11:49:59",8000.00,9,0,418,CLARO,Simples
17747,"2024-04-19 11:48:49",12000.00,10,0,418,CLARO,Simples
17746,"2024-04-19 11:47:32",6000.00,9,0,418,CLARO,Simples
17745,"2024-04-19 11:46:33",20000.00,10,0,440,CLARO,Dobro
17744,"2024-04-19 11:45:10",3000.00,10,0,392,CLARO,Simples
17743,"2024-04-19 11:33:15",3000.00,10,0,404,CLARO,Simples
17742,"2024-04-19 11:31:46",10000.00,15,0,402,CLARO,Simples
17741,"2024-04-19 11:30:44",22000.00,12,0,412,CLARO,Simples
17740,"2024-04-19 11:28:09",5000.00,12,0,472,CLARO,Dobro
17739,"2024-04-19 11:25:57",6000.00,12,0,402,CLARO,Desconhecido
17738,"2024-04-19 11:22:04",10000.00,12,0,30,CLARO,Desconhecido
17737,"2024-04-19 11:17:41",12000.00,14,0,440,CLARO,Simples
17736,"2024-04-19 11:15:54",10000.00,11,0,406,CLARO,Desconhecido
17735,"2024-04-19 11:14:50",5000.00,10,0,30,CLARO,Desconhecido
17734,"2024-04-19 11:10:22",30000.00,10,0,30,CLARO,Desconhecido
17733,"2024-04-19 11:03:17",6000.00,11,0,445,CLARO,Dobro
17732,"2024-04-19 11:02:07",2000.00,12,1,609,CLARO,Simples
17731,"2024-04-19 11:01:06",12000.00,10,0,30,CLARO,Desconhecido
17730,"2024-04-19 10:59:06",2000.00,10,0,30,CLARO,Desconhecido
17729,"2024-04-19 10:57:56",10000.00,10,0,30,CLARO,Desconhecido
17728,"2024-04-19 10:56:44",20000.00,14,0,363,CLARO,Simples
17727,"2024-04-19 10:55:18",5000.00,9,0,412,CLARO,Simples
17726,"2024-04-19 10:54:16",13000.00,11,0,30,CLARO,Desconhecido
17725,"2024-04-19 10:52:44",11000.00,9,0,417,CLARO,Simples
17724,"2024-04-19 10:39:33",40000.00,8,0,30,OI,Desconhecido
17723,"2024-04-19 10:36:14",15000.00,12,0,30,OI,Desconhecido
17722,"2024-04-19 10:33:27",90000.00,12,0,30,OI,Desconhecido
17721,"2024-04-19 10:30:09",9000.00,8,0,30,OI,Desconhecido
17720,"2024-04-19 10:28:43",30000.00,8,0,30,OI,Desconhecido
17719,"2024-04-19 10:26:38",8000.00,9,0,30,OI,Desconhecido
17718,"2024-04-19 10:24:03",50000.00,12,0,30,OI,Desconhecido
17717,"2024-04-19 10:22:58",9000.00,29,1,266,OI,Dobro
17716,"2024-04-19 10:10:31",6000.00,9,0,30,OI,Desconhecido
17715,"2024-04-19 10:07:48",5000.00,5,0,30,OI,Desconhecido
17714,"2024-04-19 09:45:39",70000.00,5,0,30,OI,Desconhecido
17713,"2024-04-19 09:42:09",7000.00,11,0,30,OI,Desconhecido
17712,"2024-04-18 16:53:39",10000.00,5,0,30,OI,Desconhecido
17711,"2024-04-18 16:40:58",2000.00,8,0,30,CLARO,Desconhecido
17710,"2024-04-18 14:21:46",18000.00,10,0,30,CLARO,Desconhecido
17709,"2024-04-18 14:18:35",70000.00,17,2,638,CLARO,Simples
17708,"2024-04-18 14:16:32",20000.00,11,0,30,CLARO,Desconhecido
17707,"2024-04-18 14:13:06",20000.00,18,2,608,CLARO,Simples
17706,"2024-04-18 14:11:35",4000.00,25,1,614,CLARO,Simples
17705,"2024-04-18 14:09:33",6000.00,22,1,648,CLARO,Simples
17704,"2024-04-18 14:08:13",120000.00,13,0,30,CLARO,Desconhecido
17703,"2024-04-18 14:05:38",30000.00,22,2,634,CLARO,Simples
17702,"2024-04-18 14:01:59",50000.00,21,1,259,CLARO,Simples
17701,"2024-04-18 14:00:33",55000.00,21,2,636,CLARO,Simples
17700,"2024-04-18 13:58:56",20000.00,9,0,30,CLARO,Desconhecido
17699,"2024-04-18 13:57:43",100000.00,45,0,280,CLARO,Simples
17698,"2024-04-18 13:55:30",30000.00,16,0,614,CLARO,Desconhecido
17697,"2024-04-18 13:52:33",30000.00,10,0,30,CLARO,Desconhecido
17696,"2024-04-18 13:48:42",6000.00,12,0,30,CLARO,Desconhecido
17695,"2024-04-18 13:47:40",10000.00,13,0,30,CLARO,Desconhecido
17694,"2024-04-18 13:45:41",15000.00,8,0,30,CLARO,Desconhecido
17693,"2024-04-18 13:42:28",160000.00,11,0,30,CLARO,Desconhecido
17692,"2024-04-18 13:40:28",12000.00,8,0,30,CLARO,Desconhecido
17691,"2024-04-18 13:39:34",6000.00,8,0,30,CLARO,Desconhecido
17690,"2024-04-18 13:38:32",8000.00,19,1,30,CLARO,Desconhecido
17689,"2024-04-18 13:37:25",12000.00,23,0,649,CLARO,Simples
17688,"2024-04-18 13:36:26",10000.00,9,0,30,CLARO,Desconhecido
17687,"2024-04-18 13:35:09",40000.00,50,0,268,CLARO,Simples
17686,"2024-04-18 13:34:13",20000.00,15,1,673,CLARO,Desconhecido
17685,"2024-04-18 13:33:05",15000.00,10,0,30,CLARO,Desconhecido
17684,"2024-04-18 13:28:08",15000.00,10,0,30,CLARO,Desconhecido
17683,"2024-04-18 13:26:21",40000.00,8,0,30,CLARO,Desconhecido
17682,"2024-04-18 13:24:40",80000.00,9,1,30,CLARO,Desconhecido
17681,"2024-04-18 13:23:00",20000.00,9,0,30,CLARO,Desconhecido
17680,"2024-04-18 13:21:37",2000.00,28,0,280,CLARO,Simples
17679,"2024-04-18 13:19:39",8000.00,13,0,30,CLARO,Desconhecido
17678,"2024-04-18 13:18:09",5000.00,20,2,663,CLARO,Simples
17677,"2024-04-18 13:16:45",10000.00,12,1,30,CLARO,Desconhecido
17676,"2024-04-18 13:15:14",30000.00,27,2,425,CLARO,Simples
17675,"2024-04-18 13:13:20",10000.00,20,3,665,CLARO,Desconhecido
17674,"2024-04-18 13:12:02",3000.00,16,1,642,CLARO,Simples
17673,"2024-04-18 13:09:57",5000.00,32,1,642,CLARO,Simples
17672,"2024-04-18 13:08:20",20000.00,11,0,30,CLARO,Desconhecido
17671,"2024-04-18 13:04:48",3000.00,14,0,421,CLARO,Simples
17670,"2024-04-18 13:02:59",25000.00,14,0,30,CLARO,Desconhecido
17669,"2024-04-18 13:00:33",15000.00,9,0,30,CLARO,Desconhecido
17668,"2024-04-18 12:59:37",5000.00,12,0,272,CLARO,Simples
18143,"2024-04-18 12:58:32",7000.00,8,0,30,CLARO,Desconhecido
17666,"2024-04-18 12:47:49",100000.00,7,0,30,CLARO,Desconhecido
16525,"2024-04-18 12:46:52",70000.00,9,0,30,CLARO,Desconhecido
17664,"2024-04-18 12:45:56",300000.00,20,0,526,CLARO,Simples
17663,"2024-04-18 12:44:25",15000.00,7,0,30,CLARO,Desconhecido
17662,"2024-04-18 12:43:14",3000.00,7,0,30,CLARO,Desconhecido
17661,"2024-04-18 12:42:30",5000.00,6,0,30,CLARO,Desconhecido
17660,"2024-04-18 12:41:09",5000.00,6,0,30,CLARO,Desconhecido
17659,"2024-04-18 12:35:10",10000.00,7,0,30,CLARO,Desconhecido
17658,"2024-04-18 12:34:15",20000.00,7,0,30,CLARO,Desconhecido
17657,"2024-04-18 12:33:22",10000.00,7,0,30,CLARO,Desconhecido
17656,"2024-04-18 12:29:47",50000.00,7,0,30,CLARO,Desconhecido
17655,"2024-04-18 12:29:06",35000.00,7,0,30,CLARO,Desconhecido
17654,"2024-04-18 12:28:09",25000.00,7,0,30,CLARO,Desconhecido
17653,"2024-04-18 12:27:06",5000.00,7,0,30,CLARO,Desconhecido
17652,"2024-04-18 12:26:16",15000.00,7,0,30,CLARO,Desconhecido
17651,"2024-04-18 12:25:13",5000.00,7,0,30,CLARO,Desconhecido
17650,"2024-04-18 12:24:11",9000.00,7,0,30,CLARO,Desconhecido
17649,"2024-04-18 12:22:47",9000.00,7,0,30,CLARO,Desconhecido
17648,"2024-04-18 12:20:51",10000.00,7,0,30,CLARO,Desconhecido
17647,"2024-04-18 12:20:06",10000.00,7,0,30,CLARO,Desconhecido
17646,"2024-04-18 12:18:56",15000.00,7,0,30,CLARO,Desconhecido
17645,"2024-04-18 12:18:01",80000.00,7,0,30,CLARO,Desconhecido
17644,"2024-04-18 10:51:22",200000.00,7,0,30,CLARO,Desconhecido
17643,"2024-04-18 10:50:13",10000.00,7,0,30,CLARO,Desconhecido
17642,"2024-04-18 10:48:37",20000.00,7,0,30,CLARO,Desconhecido
17641,"2024-04-18 10:46:05",40000.00,7,0,30,CLARO,Desconhecido
17640,"2024-04-18 10:44:59",10000.00,7,0,30,CLARO,Desconhecido
17639,"2024-04-18 10:44:13",15000.00,8,0,30,CLARO,Desconhecido
17638,"2024-04-18 10:43:14",50000.00,7,0,30,CLARO,Desconhecido
17637,"2024-04-18 10:41:00",10000.00,8,0,30,CLARO,Desconhecido
17636,"2024-04-18 10:40:03",15000.00,8,0,30,CLARO,Desconhecido
17635,"2024-04-18 10:37:32",5000.00,8,0,30,CLARO,Desconhecido
17634,"2024-04-18 10:36:33",10000.00,8,0,30,CLARO,Desconhecido
17633,"2024-04-18 10:35:12",5000.00,7,0,30,CLARO,Desconhecido
17632,"2024-04-18 10:32:50",10000.00,7,0,30,CLARO,Desconhecido
17631,"2024-04-18 10:31:50",30000.00,7,0,30,CLARO,Desconhecido
17630,"2024-04-18 10:30:37",10000.00,7,0,30,CLARO,Desconhecido
17629,"2024-04-18 10:29:23",7000.00,8,0,30,CLARO,Desconhecido
17628,"2024-04-18 10:24:33",5000.00,7,0,30,CLARO,Desconhecido
17627,"2024-04-18 10:22:37",20000.00,8,0,30,CLARO,Desconhecido
17626,"2024-04-18 10:21:38",10000.00,8,0,30,CLARO,Desconhecido
17625,"2024-04-18 10:20:04",20000.00,8,0,30,CLARO,Desconhecido
17624,"2024-04-18 10:18:51",15000.00,8,0,30,CLARO,Desconhecido
17623,"2024-04-18 10:17:52",7000.00,8,0,30,CLARO,Desconhecido
17622,"2024-04-18 10:16:38",20000.00,8,0,30,CLARO,Desconhecido
