"id_processo","num_movimentacoes_etapa","dias_em_processamento","sla_dias_target","tempo_medio_geral","prioridade","dias_totais"
17670,14,30,20,47.0000,Ativos,30
17669,9,30,15,47.0000,Ativos,30
17668,12,272,10,47.0000,Deferidos,272
18143,8,30,15,47.0000,Ativos,30
17666,7,30,15,47.0000,Ativos,30
16525,9,30,20,47.0000,Ativos,30
17664,20,526,20,47.0000,Deferidos,526
17663,7,30,15,47.0000,Ativos,30
17662,7,30,15,47.0000,Ativos,30
17661,6,30,15,47.0000,Ativos,30
17660,6,30,15,47.0000,Ativos,30
17659,7,30,15,47.0000,Ativos,30
17658,7,30,15,47.0000,Ativos,30
17657,7,30,15,47.0000,Ativos,30
17656,7,30,15,47.0000,Ativos,30
17655,7,30,15,47.0000,Ativos,30
17654,7,30,15,47.0000,Ativos,30
17653,7,30,15,47.0000,Ativos,30
17652,7,30,15,47.0000,Ativos,30
17651,7,30,15,47.0000,Ativos,30
17650,7,30,15,47.0000,Ativos,30
17649,7,30,15,47.0000,Ativos,30
17648,7,30,15,47.0000,Ativos,30
17647,7,30,15,47.0000,Ativos,30
17646,7,30,15,47.0000,Ativos,30
17645,7,30,15,47.0000,Ativos,30
17644,7,30,15,47.0000,Ativos,30
17643,7,30,15,47.0000,Ativos,30
17642,7,30,15,47.0000,Ativos,30
17641,7,30,15,47.0000,Ativos,30
17640,7,30,15,47.0000,Ativos,30
17639,8,30,15,47.0000,Ativos,30
17638,7,30,20,47.0000,Ativos,30
17637,8,30,15,47.0000,Ativos,30
17636,8,30,15,47.0000,Ativos,30
17635,8,30,15,47.0000,Ativos,30
17634,8,30,15,47.0000,Ativos,30
17633,7,30,20,47.0000,Ativos,30
17632,7,30,20,47.0000,Ativos,30
17631,7,30,20,47.0000,Ativos,30
17630,7,30,20,47.0000,Ativos,30
17629,8,30,20,47.0000,Ativos,30
17628,7,30,20,47.0000,Ativos,30
17627,8,30,20,47.0000,Ativos,30
17626,8,30,20,47.0000,Ativos,30
17625,8,30,20,47.0000,Ativos,30
17624,8,30,20,47.0000,Ativos,30
17623,8,30,15,47.0000,Ativos,30
17622,8,30,15,47.0000,Ativos,30
17621,8,30,20,47.0000,Ativos,30
17620,8,30,20,47.0000,Ativos,30
17619,8,30,15,47.0000,Ativos,30
17618,9,30,20,47.0000,Ativos,30
17617,10,30,20,47.0000,Ativos,30
17616,9,30,20,47.0000,Ativos,30
17615,8,30,20,47.0000,Ativos,30
17614,7,30,20,47.0000,Ativos,30
17613,8,30,20,47.0000,Ativos,30
17612,8,30,20,47.0000,Ativos,30
17611,8,30,15,47.0000,Ativos,30
17610,8,30,20,47.0000,Ativos,30
17609,8,30,15,47.0000,Ativos,30
17608,9,30,15,47.0000,Ativos,30
17607,9,30,15,47.0000,Ativos,30
17606,9,30,15,47.0000,Ativos,30
17605,9,30,15,47.0000,Ativos,30
17604,10,30,15,47.0000,Ativos,30
17603,9,30,15,47.0000,Ativos,30
17602,9,30,15,47.0000,Ativos,30
17601,9,30,15,47.0000,Ativos,30
17600,9,30,15,47.0000,Ativos,30
17599,9,30,15,47.0000,Ativos,30
17598,8,30,15,47.0000,Ativos,30
17597,9,30,15,47.0000,Ativos,30
17596,9,30,15,47.0000,Ativos,30
17595,9,30,15,47.0000,Ativos,30
17594,7,30,20,47.0000,Ativos,30
17593,8,30,20,47.0000,Ativos,30
17592,8,30,20,47.0000,Ativos,30
17591,8,30,20,47.0000,Ativos,30
17590,8,30,20,47.0000,Ativos,30
17589,8,30,20,47.0000,Ativos,30
17588,8,30,20,47.0000,Ativos,30
17587,8,30,20,47.0000,Ativos,30
17586,8,30,20,47.0000,Ativos,30
17585,8,30,15,47.0000,Ativos,30
17584,8,30,20,47.0000,Ativos,30
17583,8,30,20,47.0000,Ativos,30
17582,8,30,20,47.0000,Ativos,30
17581,8,30,20,47.0000,Ativos,30
17580,8,30,20,47.0000,Ativos,30
17579,8,30,20,47.0000,Ativos,30
17578,8,30,15,47.0000,Ativos,30
17577,8,30,20,47.0000,Ativos,30
17576,8,30,20,47.0000,Ativos,30
17575,10,30,20,47.0000,Ativos,30
17574,9,30,20,47.0000,Ativos,30
17573,9,30,20,47.0000,Ativos,30
17572,9,30,20,47.0000,Ativos,30
17571,10,30,20,47.0000,Ativos,30
17570,10,30,20,47.0000,Ativos,30
17569,8,30,20,47.0000,Ativos,30
17568,8,30,20,47.0000,Ativos,30
17567,8,30,20,47.0000,Ativos,30
17566,9,30,20,47.0000,Ativos,30
17565,8,30,20,47.0000,Ativos,30
17564,7,30,20,47.0000,Ativos,30
17563,8,30,20,47.0000,Ativos,30
17557,8,30,20,47.0000,Ativos,30
17562,8,30,20,47.0000,Ativos,30
17561,7,30,20,47.0000,Ativos,30
17560,7,30,20,47.0000,Ativos,30
17559,9,30,20,47.0000,Ativos,30
17558,9,30,20,47.0000,Ativos,30
17556,13,691,10,47.0000,Deferidos,691
17555,7,30,20,47.0000,Ativos,30
17554,9,30,20,47.0000,Ativos,30
17553,9,30,20,47.0000,Ativos,30
17552,10,30,20,47.0000,Ativos,30
17551,9,30,20,47.0000,Ativos,30
17550,8,30,15,47.0000,Ativos,30
17549,8,30,15,47.0000,Ativos,30
17548,9,30,20,47.0000,Ativos,30
17547,9,30,20,47.0000,Ativos,30
17546,7,30,20,47.0000,Ativos,30
17545,65,412,30,47.0000,Concluídos,412
17544,7,30,20,47.0000,Ativos,30
17543,9,30,20,47.0000,Ativos,30
17542,9,30,20,47.0000,Ativos,30
17541,9,30,20,47.0000,Ativos,30
17540,8,30,20,47.0000,Ativos,30
17539,8,30,20,47.0000,Ativos,30
17538,7,588,15,47.0000,Deferidos,588
17537,8,30,20,47.0000,Ativos,30
17536,18,245,10,47.0000,Deferidos,245
17535,8,30,20,47.0000,Ativos,30
17534,8,30,15,47.0000,Ativos,30
17533,9,30,20,47.0000,Ativos,30
17532,10,30,20,47.0000,Ativos,30
17531,15,30,15,47.0000,Deferidos,30
17530,9,30,20,47.0000,Ativos,30
17529,9,30,20,47.0000,Ativos,30
17528,9,30,20,47.0000,Ativos,30
17527,8,30,15,47.0000,Ativos,30
17526,9,30,10,47.0000,Ativos,30
17525,12,30,20,47.0000,Ativos,30
17524,8,30,20,47.0000,Ativos,30
17523,14,30,20,47.0000,Ativos,30
17522,10,30,20,47.0000,Ativos,30
17521,20,30,20,47.0000,Ativos,30
17520,8,30,20,47.0000,Ativos,30
17519,8,30,20,47.0000,Ativos,30
17518,8,30,20,47.0000,Ativos,30
17517,9,30,20,47.0000,Ativos,30
17516,9,30,20,47.0000,Ativos,30
17515,21,245,10,47.0000,Deferidos,245
17514,8,30,20,47.0000,Ativos,30
17513,9,30,20,47.0000,Ativos,30
17512,10,30,20,47.0000,Ativos,30
17511,52,-318,30,47.0000,Concluídos,-318
17510,22,30,10,47.0000,Ativos,30
17505,7,30,30,47.0000,Ativos,30
17506,7,30,30,47.0000,Ativos,30
17507,5,30,30,47.0000,Ativos,30
17508,5,30,30,47.0000,Ativos,30
17509,6,30,30,47.0000,Ativos,30
17498,9,30,10,47.0000,Suspensos,30
17499,5,30,30,47.0000,Ativos,30
17500,9,30,10,47.0000,Suspensos,30
17501,8,30,30,47.0000,Ativos,30
17502,5,30,30,47.0000,Ativos,30
17503,8,30,30,47.0000,Ativos,30
17504,5,30,30,47.0000,Ativos,30
17487,9,30,30,47.0000,Ativos,30
17488,10,30,10,47.0000,Suspensos,30
17489,11,30,10,47.0000,Suspensos,30
17490,11,30,30,47.0000,Ativos,30
17491,11,30,10,47.0000,Suspensos,30
17492,89,30,30,47.0000,Concluídos,30
17493,10,30,30,47.0000,Ativos,30
17494,12,30,10,47.0000,Suspensos,30
17495,10,30,30,47.0000,Ativos,30
17496,10,30,10,47.0000,Suspensos,30
17497,12,30,10,47.0000,Suspensos,30
17457,11,30,10,47.0000,Suspensos,30
17458,6,30,30,47.0000,Ativos,30
17459,14,30,30,47.0000,Ativos,30
17460,13,30,10,47.0000,Suspensos,30
17461,12,30,10,47.0000,Suspensos,30
17462,6,30,30,47.0000,Ativos,30
17463,6,30,30,47.0000,Ativos,30
17464,10,30,30,47.0000,Ativos,30
17465,10,30,10,47.0000,Suspensos,30
17466,14,30,10,47.0000,Suspensos,30
17467,12,30,10,47.0000,Suspensos,30
17468,12,30,10,47.0000,Suspensos,30
17469,12,30,10,47.0000,Suspensos,30
17470,8,30,30,47.0000,Ativos,30
17471,6,30,30,47.0000,Ativos,30
17472,8,30,30,47.0000,Ativos,30
17473,13,30,10,47.0000,Suspensos,30
17474,7,30,30,47.0000,Ativos,30
17475,10,30,30,47.0000,Ativos,30
17476,13,30,10,47.0000,Suspensos,30
17477,6,30,30,47.0000,Ativos,30
17478,6,30,30,47.0000,Ativos,30
17479,9,30,30,47.0000,Ativos,30
17480,7,30,30,47.0000,Ativos,30
17481,7,30,30,47.0000,Ativos,30
17482,9,30,30,47.0000,Ativos,30
17483,9,30,30,47.0000,Ativos,30
17484,11,30,30,47.0000,Ativos,30
17485,6,30,30,47.0000,Ativos,30
17486,11,30,30,47.0000,Ativos,30
17456,11,30,20,47.0000,Ativos,30
17447,14,30,30,47.0000,Ativos,30
17448,7,30,30,47.0000,Ativos,30
17449,7,30,30,47.0000,Ativos,30
17450,7,30,30,47.0000,Ativos,30
17451,7,30,30,47.0000,Ativos,30
17452,7,30,30,47.0000,Ativos,30
17453,7,30,30,47.0000,Ativos,30
17454,7,30,30,47.0000,Ativos,30
17455,7,30,30,47.0000,Ativos,30
